Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",4.75,3,4.25,3.5,2.5,4.75,4.75,5,4.75,2.25,2,2.25,2.25
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4,3.25,3.25,4,3.75,4.75,4.5,5,3,2.5,3,3
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,3.5,3,4,3.75,4.5,4.5,5,3,2.75,2.75,3
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,3.25,3.25,3.75,4,4.75,4.25,5.25,3,2.5,3,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4,3.75,3.5,3,3.75,4,4.5,4.5,5.25,3,2.75,2.75,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.75,4.25,2.25,2.5,4.75,4,5.5,4.25,2.5,1.5,2.5,2.25
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.75,4.5,2,2.5,4.75,3.75,5.5,4.25,2.5,1.75,2.25,2.25
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4.5,2.5,4.25,2.25,2.25,5,4,5.25,4.5,2.5,1.5,2.5,2
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",4.75,2.5,4.5,2,2.25,5,3.75,5.5,4.5,2.5,1.75,2.25,2
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3,4.25,2.5,3,4.5,4.5,5.5,4.75,3,2.5,2.75,3
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3,4.5,2.25,3,4.5,4.25,5.5,4.75,3,2.75,2.5,3
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",4.25,2.75,4.25,2.5,2.75,4.75,4.5,5.25,5,3,2.5,2.75,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4.5,2.75,4.5,2.25,2.75,4.75,4.25,5.5,5,3,2.75,2.5,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3.75,3.75,3.5,4,4.25,4.75,5.25,2.5,1.75,2.5,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,4,3.5,3.5,4,4,4.75,5.25,2.5,2,2.25,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4,3.25,3.75,3.75,3.25,4.25,4.25,4.5,5.5,2.5,1.75,2.5,2.5
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",4.25,3.25,4,3.5,3.25,4.25,4,4.75,5.5,2.5,2,2.25,2.5
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.5,3.75,3.5,3.25,4.25,4.75,5,5,2.75,2.25,2.75,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.5,4,3.25,3.25,4.25,4.5,5,5,2.75,2.5,2.5,2.75
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",4.25,3.25,3.75,3.5,3,4.5,4.75,4.75,5.25,2.75,2.25,2.75,2.5
"Bowser    , Morton    ","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4.5,3.25,4,3.25,3,4.5,4.5,5,5.25,2.75,2.5,2.5,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3.5,2.5,3.5,4.25,4.75,4.75,4.75,2.5,2,2.75,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,3.75,2.25,3.5,4.25,4.5,4.75,4.75,2.5,2.25,2.5,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",4,3.25,3.5,2.5,3.25,4.5,4.75,4.5,5,2.5,2,2.75,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4.25,3.25,3.75,2.25,3.25,4.5,4.5,4.75,5,2.5,2.25,2.5,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2.25,3.5,2.25,2.25,5,5,4.5,4.75,2.25,1.75,2,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2.25,3.75,2,2.25,5,4.75,4.5,4.75,2.25,2,1.75,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",5,2,3.5,2.25,2,5.25,5,4.25,5,2.25,1.75,2,1.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5.25,2,3.75,2,2,5.25,4.75,4.5,5,2.25,2,1.75,1.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2.75,4,3.5,2.75,4.5,4.75,4.75,4.5,1.75,1.5,1.75,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2.75,4.25,3.25,2.75,4.5,4.5,4.75,4.5,1.75,1.75,1.5,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",5,2.5,4,3.5,2.5,4.75,4.75,4.5,4.75,1.75,1.5,1.75,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5.25,2.5,4.25,3.25,2.5,4.75,4.5,4.75,4.75,1.75,1.75,1.5,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,3,4,3.25,2.5,4.75,5.25,4.75,4.5,2,1.5,2.25,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,3,4.25,3,2.5,4.75,5,4.75,4.5,2,1.75,2,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4.75,2.75,4,3.25,2.25,5,5.25,4.5,4.75,2,1.5,2.25,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",5,2.75,4.25,3,2.25,5,5,4.75,4.75,2,1.75,2,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,3.25,2.75,3.75,4,5,4.25,5,2.75,2.25,2.75,3
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,3.5,2.5,3.75,4,4.75,4.25,5,2.75,2.5,2.5,3
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",4,3.5,3.25,2.75,3.5,4.25,5,4,5.25,2.75,2.25,2.75,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4.25,3.5,3.5,2.5,3.5,4.25,4.75,4.25,5.25,2.75,2.5,2.5,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.5,4.25,1.75,2.25,5,4.25,5.25,4.25,2.25,1.25,2.25,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.5,4.5,1.5,2.25,5,4,5.25,4.25,2.25,1.5,2,2.25
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4.75,2.25,4.25,1.75,2,5.25,4.25,5,4.5,2.25,1.25,2.25,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",5,2.25,4.5,1.5,2,5.25,4,5.25,4.5,2.25,1.5,2,2
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.75,4.25,2,2.75,4.75,4.75,5.25,4.75,2.75,2.25,2.5,3
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.75,4.5,1.75,2.75,4.75,4.5,5.25,4.75,2.75,2.5,2.25,3
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",4.5,2.5,4.25,2,2.5,5,4.75,5,5,2.75,2.25,2.5,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4.75,2.5,4.5,1.75,2.5,5,4.5,5.25,5,2.75,2.5,2.25,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.25,3.75,3.25,3.25,4.25,4.5,4.5,5.25,2.25,1.5,2.25,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.25,4,3,3.25,4.25,4.25,4.5,5.25,2.25,1.75,2,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4.25,3,3.75,3.25,3,4.5,4.5,4.25,5.5,2.25,1.5,2.25,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",4.5,3,4,3,3,4.5,4.25,4.5,5.5,2.25,1.75,2,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,3.25,3.75,3,3,4.5,5,4.75,5,2.5,2,2.5,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,3.25,4,2.75,3,4.5,4.75,4.75,5,2.5,2.25,2.25,2.75
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",4.5,3,3.75,3,2.75,4.75,5,4.5,5.25,2.5,2,2.5,2.5
"Bowser    , Morton    ","Standard Kart, The Duke, 300 SL Roadster","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4.75,3,4,2.75,2.75,4.75,4.75,4.75,5.25,2.5,2.25,2.25,2.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.75,3,2.5,3,4.5,5.25,4.5,4,2,2.75,2.25,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.75,3.25,2.25,3,4.5,5,4.5,4,2,3,2,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",4.5,2.5,3,2.5,2.75,4.75,5.25,4.25,4.25,2,2.75,2.25,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4.75,2.5,3.25,2.25,2.75,4.75,5,4.5,4.25,2,3,2,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",5.25,1.5,3,2.25,1.75,5.25,5.5,4.25,4,1.75,2.5,1.5,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.5,1.5,3.25,2,1.75,5.25,5.25,4.25,4,1.75,2.75,1.25,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",5.5,1.25,3,2.25,1.5,5.5,5.5,4,4.25,1.75,2.5,1.5,1.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5.75,1.25,3.25,2,1.5,5.5,5.25,4.25,4.25,1.75,2.75,1.25,1.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",5.25,2,3.5,3.5,2.25,4.75,5.25,4.5,3.75,1.25,2.25,1.25,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.5,2,3.75,3.25,2.25,4.75,5,4.5,3.75,1.25,2.5,1,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",5.5,1.75,3.5,3.5,2,5,5.25,4.25,4,1.25,2.25,1.25,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5.75,1.75,3.75,3.25,2,5,5,4.5,4,1.25,2.5,1,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",5,2.25,3.5,3.25,2,5,5.75,4.5,3.75,1.5,2.25,1.75,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.25,2.25,3.75,3,2,5,5.5,4.5,3.75,1.5,2.5,1.5,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",5.25,2,3.5,3.25,1.75,5.25,5.75,4.25,4,1.5,2.25,1.75,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",5.5,2,3.75,3,1.75,5.25,5.5,4.5,4,1.5,2.5,1.5,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,3,2.75,2.75,3.25,4.25,5.5,4,4.25,2.25,3,2.25,2.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,3,3,2.5,3.25,4.25,5.25,4,4.25,2.25,3.25,2,2.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",4.5,2.75,2.75,2.75,3,4.5,5.5,3.75,4.5,2.25,3,2.25,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4.75,2.75,3,2.5,3,4.5,5.25,4,4.5,2.25,3.25,2,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",5,1.75,3.75,1.75,1.75,5.25,4.75,5,3.5,1.75,2,1.75,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.25,1.75,4,1.5,1.75,5.25,4.5,5,3.5,1.75,2.25,1.5,1.75
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",5.25,1.5,3.75,1.75,1.5,5.5,4.75,4.75,3.75,1.75,2,1.75,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",5.5,1.5,4,1.5,1.5,5.5,4.5,5,3.75,1.75,2.25,1.5,1.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2,3.75,2,2.25,5,5.25,5,4,2.25,3,2,2.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2,4,1.75,2.25,5,5,5,4,2.25,3.25,1.75,2.5
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",5,1.75,3.75,2,2,5.25,5.25,4.75,4.25,2.25,3,2,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",5.25,1.75,4,1.75,2,5.25,5,5,4.25,2.25,3.25,1.75,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.5,3.25,3.25,2.75,4.5,5,4.25,4.5,1.75,2.25,1.75,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.5,3.5,3,2.75,4.5,4.75,4.25,4.5,1.75,2.5,1.5,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4.75,2.25,3.25,3.25,2.5,4.75,5,4,4.75,1.75,2.25,1.75,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",5,2.25,3.5,3,2.5,4.75,4.75,4.25,4.75,1.75,2.5,1.5,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2.5,3.25,3,2.5,4.75,5.5,4.5,4.25,2,2.75,2,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2.5,3.5,2.75,2.5,4.75,5.25,4.5,4.25,2,3,1.75,2.25
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",5,2.25,3.25,3,2.25,5,5.5,4.25,4.5,2,2.75,2,2
"Bowser    , Morton    ","Steel Driver, Tri-Speeder, Bone Rattler","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",5.25,2.25,3.5,2.75,2.25,5,5.25,4.5,4.5,2,3,1.75,2
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3,3.75,3.5,3.25,4,5,4.75,4.75,2.75,2.5,2.75,2.5
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3,4,3.25,3.25,4,4.75,4.75,4.75,2.75,2.75,2.5,2.5
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",4.25,2.75,3.75,3.5,3,4.25,5,4.5,5,2.75,2.5,2.75,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4.5,2.75,4,3.25,3,4.25,4.75,4.75,5,2.75,2.75,2.5,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",5,1.75,3.75,3.25,2,4.75,5.25,4.5,4.75,2.5,2.25,2,2
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.25,1.75,4,3,2,4.75,5,4.5,4.75,2.5,2.5,1.75,2
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",5.25,1.5,3.75,3.25,1.75,5,5.25,4.25,5,2.5,2.25,2,1.75
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5.5,1.5,4,3,1.75,5,5,4.5,5,2.5,2.5,1.75,1.75
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",5,2.25,4.25,4.5,2.5,4.25,5,4.75,4.5,2,2,1.75,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5.25,2.25,4.5,4.25,2.5,4.25,4.75,4.75,4.5,2,2.25,1.5,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",5.25,2,4.25,4.5,2.25,4.5,5,4.5,4.75,2,2,1.75,2
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5.5,2,4.5,4.25,2.25,4.5,4.75,4.75,4.75,2,2.25,1.5,2
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2.5,4.25,4.25,2.25,4.5,5.5,4.75,4.5,2.25,2,2.25,2.5
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2.5,4.5,4,2.25,4.5,5.25,4.75,4.5,2.25,2.25,2,2.5
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",5,2.25,4.25,4.25,2,4.75,5.5,4.5,4.75,2.25,2,2.25,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",5.25,2.25,4.5,4,2,4.75,5.25,4.75,4.75,2.25,2.25,2,2.25
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.25,3.5,3.75,3.5,3.75,5.25,4.25,5,3,2.75,2.75,3
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.25,3.75,3.5,3.5,3.75,5,4.25,5,3,3,2.5,3
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",4.25,3,3.5,3.75,3.25,4,5.25,4,5.25,3,2.75,2.75,2.75
"Bowser    , Morton    ","Tanooki Kart, Koopa Clown","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4.5,3,3.75,3.5,3.25,4,5,4.25,5.25,3,3,2.5,2.75
